fecha,hora,hora_numerica,temperatura,humedad,presion_atmosferica,velocidad_viento,nubosidad,radiacion_solar,angulo_zenital,precipitacion
2024-01-04,02:00:00,2.0,7.2,94.5,1008.0,5.5,3,0.0,0.0,0.6
2024-01-04,03:00:00,3.0,18.8,83.7,1009.0,1.4,8,0.0,0.0,4.8
2024-01-04,04:00:00,4.0,18.3,81.6,1018.0,11.0,1,0.0,0.0,0.0
2024-01-04,05:00:00,5.0,19.0,76.8,1010.2,1.2,4,2.2,0.0,0.4
2024-01-04,06:00:00,6.0,22.3,75.9,1004.1,5.2,3,24.2,0.0,0.8
2024-01-04,07:00:00,7.0,18.1,79.4,1009.5,1.5,8,3.9,22.2,1.2
2024-01-04,08:00:00,8.0,25.3,55.6,1010.6,8.1,4,34.2,47.4,0.4
2024-01-04,09:00:00,9.0,28.7,78.3,1012.7,3.1,8,27.6,62.7,1.0
2024-01-04,10:00:00,10.0,33.4,80.2,1013.6,4.2,8,41.1,76.3,0.4
2024-01-04,11:00:00,11.0,28.2,69.5,1017.8,2.0,1,16.5,90.0,0.2
2024-01-04,12:00:00,12.0,27.6,78.6,1011.4,4.4,8,0.0,89.3,0.0
2024-01-04,13:00:00,13.0,28.2,77.5,1010.1,8.8,2,27.7,83.8,0.3
2024-01-04,14:00:00,14.0,31.7,81.9,1013.2,8.0,3,0.5,80.4,0.9
2024-01-04,15:00:00,15.0,28.6,74.8,1014.2,1.1,0,25.3,67.0,0.3
2024-01-04,16:00:00,16.0,24.4,82.0,1010.0,3.3,0,0.0,45.5,0.0
2024-01-04,17:00:00,17.0,25.6,68.0,1004.5,2.6,0,0.0,21.6,0.2
2024-01-04,18:00:00,18.0,22.3,68.2,1010.6,4.0,8,30.4,0.0,3.6
2024-01-04,19:00:00,19.0,22.8,81.6,1017.0,6.9,7,0.0,0.0,0.2
2024-01-04,20:00:00,20.0,15.9,76.7,1012.6,5.9,4,25.6,0.0,1.2
2024-01-04,21:00:00,21.0,15.4,66.8,1019.2,3.1,4,14.7,0.0,0.9
2024-01-04,22:00:00,22.0,13.9,83.4,1015.5,3.3,8,2.4,0.0,2.8
2024-01-04,23:00:00,23.0,9.9,71.8,1010.4,5.2,2,0.0,0.0,0.5
2024-01-05,00:00:00,0.0,14.9,99.7,1020.3,2.1,2,37.1,0.0,0.5
2024-01-05,01:00:00,1.0,15.1,63.1,-1008.7,1.5,6,0.0,0.0,7.0
2024-01-05,02:00:00,2.0,15.1,79.3,1004.6,2.5,8,23.8,0.0,12.7
2024-01-05,03:00:00,3.0,15.6,71.4,1014.7,1.6,5,0.0,0.0,0.2
2024-01-05,04:00:00,4.0,13.8,88.2,1009.1,3.1,1,0.0,0.0,0.6
2024-01-05,05:00:00,5.0,18.7,75.1,1012.7,8.8,0,16.7,0.0,0.9
2024-01-05,06:00:00,6.0,21.0,85.9,-1007.6,1.6,1,13.5,0.0,0.3
2024-01-05,07:00:00,7.0,21.7,84.6,1013.0,6.7,0,0.0,19.9,0.2
2024-01-05,08:00:00,8.0,25.5,66.2,1015.4,4.3,8,39.0,43.6,0.2
2024-01-05,09:00:00,9.0,28.9,70.5,1016.2,5.0,7,0.2,60.3,0.3
2024-01-05,10:00:00,10.0,34.6,71.2,1007.3,2.0,6,9.4,79.3,5.1
2024-01-05,11:00:00,11.0,30.3,74.9,1006.2,1.8,2,6.5,82.3,0.4
2024-01-05,12:00:00,12.0,30.8,74.2,1015.0,-999.0,7,0.0,90.0,1.5
2024-01-05,13:00:00,13.0,29.5,79.7,1011.1,5.3,1,33.6,90.0,0.7
2024-01-05,14:00:00,14.0,23.2,78.5,1010.2,6.0,1,20.9,78.7,0.1
2024-01-05,15:00:00,15.0,27.6,71.8,1012.4,8.4,2,0.0,61.8,0.2
2024-01-05,16:00:00,16.0,26.2,68.0,1012.1,3.4,6,28.1,47.8,3.5
2024-01-05,17:00:00,17.0,31.5,68.6,1014.9,3.8,0,5.8,22.4,0.9
2024-01-05,18:00:00,18.0,21.4,81.1,1015.4,3.9,7,1.9,0.0,2.2
2024-01-05,19:00:00,19.0,20.8,74.3,1017.9,2.6,6,44.4,0.0,0.0
2024-01-05,20:00:00,20.0,17.9,96.3,1011.7,3.0,3,0.0,-0.0,0.0
2024-01-05,21:00:00,21.0,12.8,81.2,1018.0,7.1,4,0.0,0.0,0.0
2024-01-05,22:00:00,22.0,18.5,81.0,1015.9,3.1,0,0.0,0.0,0.6
2024-01-05,23:00:00,23.0,16.5,65.0,1017.4,7.4,3,9.1,0.0,0.2
2024-01-06,00:00:00,0.0,16.4,69.4,1007.5,2.9,0,0.0,0.0,0.6
2024-01-06,01:00:00,1.0,11.5,72.6,1012.5,3.1,0,0.0,0.0,0.6
2024-01-06,02:00:00,2.0,19.3,74.9,1022.5,-4.5,0,0.0,0.0,0.2
2024-01-06,03:00:00,3.0,12.1,66.7,1006.1,1.5,6,41.6,0.0,1.1
2024-01-06,04:00:00,4.0,19.8,66.5,1022.0,8.4,6,50.0,0.0,1.0
2024-01-06,05:00:00,5.0,26.5,80.9,1021.7,6.8,3,22.5,0.0,0.2
2024-01-06,06:00:00,6.0,19.0,72.4,1016.7,5.3,1,0.0,0.0,0.3
2024-01-06,07:00:00,7.0,22.4,78.0,,11.4,2,0.0,25.9,0.6
2024-01-06,08:00:00,8.0,26.3,80.2,1011.9,0.5,7,25.0,47.6,2.4
2024-01-06,09:00:00,9.0,26.1,84.4,1017.0,3.5,7,4.9,64.2,0.3
2024-01-06,10:00:00,10.0,24.3,77.9,1006.4,7.3,5,32.7,78.4,0.5
2024-01-06,11:00:00,11.0,29.9,76.3,1016.4,3.6,8,38.0,87.7,4.2
2024-01-06,12:00:00,12.0,26.8,81.1,1013.5,0.3,8,54.7,87.2,0.0
2024-01-06,13:00:00,13.0,31.1,79.0,1010.2,1.9,3,0.0,89.8,0.2
2024-01-06,14:00:00,14.0,26.2,84.2,1007.4,3.7,0,18.9,78.2,0.2
2024-01-06,15:00:00,15.0,32.3,58.0,1020.3,5.3,0,2.7,60.0,0.1
2024-01-06,16:00:00,16.0,23.7,77.2,1016.9,1.9,4,0.0,48.6,0.5
2024-01-06,17:00:00,17.0,23.1,77.0,1012.2,3.7,1,22.2,23.0,0.0
2024-01-06,18:00:00,18.0,24.4,75.8,1013.2,,5,14.1,0.2,1.3
2024-01-06,19:00:00,19.0,16.2,81.1,1011.7,3.9,6,0.0,0.0,0.8
2024-01-06,20:00:00,20.0,18.7,76.1,1004.0,7.9,0,0.0,0.0,1.3
2024-01-06,21:00:00,21.0,20.3,85.2,1019.4,4.7,5,0.0,0.0,0.1
2024-01-06,22:00:00,22.0,10.2,76.4,1014.1,3.7,7,18.3,0.0,10.9
2024-01-06,23:00:00,23.0,14.8,76.6,1017.8,1.9,4,33.4,0.0,0.6
2024-01-07,00:00:00,0.0,14.8,92.1,1010.7,2.2,6,0.0,0.0,2.5
2024-01-07,01:00:00,1.0,16.6,88.6,1013.5,1.2,5,27.7,0.0,0.4
2024-01-07,02:00:00,2.0,11.4,81.8,1014.6,5.9,3,15.6,0.0,0.8
2024-01-07,03:00:00,3.0,12.4,-999.0,1018.2,1.2,6,10.3,0.0,2.6
2024-01-07,04:00:00,4.0,19.6,66.0,1022.0,3.3,8,0.0,0.0,3.8
2024-01-07,05:00:00,5.0,20.8,77.7,1011.3,6.0,6,0.0,0.0,2.0
2024-01-07,06:00:00,6.0,22.8,82.2,1011.3,5.7,4,0.0,0.8,1.4
2024-01-07,07:00:00,7.0,25.1,71.7,1011.8,4.6,6,0.0,19.3,2.8
2024-01-07,08:00:00,8.0,24.0,74.2,1010.0,4.6,2,54.2,45.3,0.2
2024-01-07,09:00:00,9.0,28.4,73.7,1026.2,1.3,1,0.0,65.9,0.7
2024-01-07,10:00:00,10.0,29.8,60.1,1004.6,2.0,4,32.2,71.9,0.7
2024-01-07,11:00:00,11.0,27.6,77.4,1026.4,4.3,3,4.4,86.9,0.2
2024-01-07,12:00:00,12.0,35.6,76.0,1016.2,3.1,4,26.7,84.8,0.2
2024-01-07,13:00:00,13.0,31.1,76.4,1012.6,0.6,-999.0,7.7,87.0,8.5
2024-01-07,14:00:00,14.0,25.4,89.0,1008.8,6.5,3,18.8,82.6,0.0
2024-01-07,15:00:00,99999.0,29.6,72.6,1012.8,5.2,8,14.8,62.3,1.5
2024-01-07,16:00:00,16.0,23.1,74.9,1010.2,3.0,6,0.0,45.2,2.4
2024-01-07,17:00:00,17.0,26.4,93.6,1019.9,1.4,6,12.3,24.1,1.6
2024-01-07,18:00:00,18.0,25.5,65.3,1016.2,4.7,7,30.8,1.0,0.4
2024-01-07,19:00:00,19.0,17.5,74.8,1021.4,3.1,5,0.0,0.0,0.0
2024-01-07,20:00:00,ERR,20.9,79.6,1011.5,2.5,7,29.6,0.0,5.9
2024-01-07,21:00:00,21.0,17.6,88.7,1013.7,5.7,2,0.0,0.0,0.2
2024-01-07,22:00:00,22.0,17.5,87.2,1012.5,3.0,0,0.0,0.0,0.1
2024-01-07,23:00:00,23.0,20.0,69.5,1011.1,1.7,5,17.5,0.0,1.0
2024-01-08,00:00:00,0.0,13.3,94.0,1007.9,4.0,0,0.0,0.0,0.6
2024-01-08,01:00:00,1.0,12.0,84.6,1016.6,6.9,8,8.0,0.0,7.9
2024-01-08,02:00:00,2.0,12.4,74.4,1014.7,7.1,1,5.6,0.0,0.2
2024-01-08,03:00:00,3.0,13.9,74.9,1012.8,7.1,1,0.0,0.0,0.3
2024-01-08,04:00:00,4.0,17.8,79.5,1015.5,3.6,6,10.4,0.0,0.2
2024-01-08,05:00:00,5.0,21.0,95.9,1010.9,6.4,1,0.0,0.0,0.5
2024-01-08,06:00:00,6.0,22.8,79.9,1013.1,7.1,7,0.0,0.5,2.6
2024-01-08,07:00:00,7.0,26.6,93.3,1017.3,3.8,5,13.0,19.7,0.1
2024-01-08,08:00:00,8.0,26.0,82.9,1018.0,2.9,6,19.8,49.9,3.1
2024-01-08,09:00:00,9.0,32.0,62.7,1020.6,5.6,6,39.1,65.7,2.3
2024-01-08,10:00:00,10.0,9999.0,87.8,1007.5,8.0,5,0.0,75.5,0.6
2024-01-08,11:00:00,11.0,37.9,66.1,1008.2,10.2,8,0.0,87.6,0.2
2024-01-08,12:00:00,12.0,31.9,69.1,1007.2,2.8,8,20.4,85.9,5.5
2024-01-08,13:00:00,13.0,27.2,76.2,1009.8,9.4,6,42.9,81.5,2.2
2024-01-08,14:00:00,14.0,25.7,76.2,1011.3,4.1,8,12.4,77.7,0.4
2024-01-08,15:00:00,15.0,29.1,83.4,1015.2,2.9,2,0.0,61.4,0.0
2024-01-08,16:00:00,16.0,25.3,78.2,1018.8,11.5,2,47.9,45.6,0.0
2024-01-08,17:00:00,17.0,26.2,76.2,1011.0,7.6,0,0.0,18.3,1.7
2024-01-08,18:00:00,18.0,23.4,91.6,1015.9,5.5,4,0.0,0.0,1.4
2024-01-08,19:00:00,19.0,19.7,75.3,1019.4,7.9,3,0.0,0.0,0.4
2024-01-08,20:00:00,20.0,15.5,99999.0,1010.7,5.4,1,18.1,0.0,0.1
2024-01-08,21:00:00,21.0,11.8,83.7,1011.6,3.7,8,21.3,0.0,4.0
2024-01-08,22:00:00,22.0,13.7,80.7,1013.3,9.1,2,0.0,0.0,0.7
2024-01-08,23:00:00,23.0,16.8,79.0,1004.6,9.7,7,43.8,0.0,1.5
2024-01-09,00:00:00,0.0,14.6,86.5,1015.6,2.9,5,0.0,0.0,0.9
2024-01-09,01:00:00,1.0,10.5,79.3,1007.0,3.2,4,15.6,0.0,0.3
2024-01-09,02:00:00,2.0,15.6,94.8,1016.9,3.3,0,5.6,0.0,0.3
2024-01-09,03:00:00,3.0,17.5,81.9,1010.8,6.8,3,0.0,0.0,0.3
2024-01-09,04:00:00,4.0,15.3,75.9,1010.4,6.4,2,13.6,0.0,0.6
2024-01-09,05:00:00,5.0,20.4,82.8,1008.1,10.9,0,11.4,0.0,0.1
2024-01-09,06:00:00,6.0,22.2,77.7,1015.7,3.9,4,0.0,0.0,0.5
2024-01-09,07:00:00,7.0,20.6,76.9,1015.7,5.9,5,42.4,21.3,0.0
2024-01-09,08:00:00,8.0,27.1,66.4,1010.7,7.2,1,24.0,47.2,0.8
2024-01-09,09:00:00,9.0,29.3,65.1,1022.0,2.3,2,47.1,65.1,0.8
2024-01-09,10:00:00,10.0,32.2,83.8,1013.2,4.9,5,0.0,74.5,0.2
2024-01-09,11:00:00,11.0,32.9,64.6,1012.9,4.4,3,9.7,86.8,0.1
2024-01-09,12:00:00,12.0,25.9,73.6,1013.3,5.9,8,39.3,88.3,0.7
2024-01-09,13:00:00,13.0,26.9,79.5,1009.6,5.5,4,0.0,87.5,0.3
2024-01-09,14:00:00,14.0,30.5,86.6,1008.0,-6.7,3,8.4,77.8,1.3
2024-01-09,15:00:00,15.0,29.2,70.5,1011.1,2.9,1,27.9,64.0,0.2
2024-01-09,16:00:00,16.0,27.5,82.8,1016.2,2.3,5,0.0,45.0,0.9
2024-01-09,17:00:00,17.0,35.6,73.4,1003.7,6.6,1,0.0,22.2,0.0
2024-01-09,18:00:00,18.0,23.7,58.1,1005.5,3.2,6,34.6,1.1,1.8
2024-01-09,19:00:00,19.0,23.3,78.3,1010.0,2.7,2,1.5,0.0,0.6
2024-01-09,20:00:00,20.0,20.9,76.2,1004.0,3.0,8,29.4,0.0,16.2
2024-01-09,21:00:00,21.0,18.3,82.6,1005.9,1.1,4,4.6,0.0,1.2
2024-01-09,22:00:00,22.0,14.1,71.5,1017.0,6.2,7,61.4,0.0,0.1
2024-01-09,23:00:00,23.0,16.5,75.0,1010.8,5.7,5,11.0,0.0,1.3
2024-01-10,00:00:00,0.0,11.7,89.0,1008.8,4.4,7,31.7,0.0,4.7
2024-01-10,01:00:00,1.0,13.6,78.2,1013.7,5.7,2,0.0,0.0,0.4
2024-01-10,02:00:00,2.0,13.6,65.3,1013.6,3.3,2,5.3,0.0,0.2
2024-01-10,03:00:00,3.0,16.6,82.9,1018.8,2.8,4,16.0,0.0,0.1
2024-01-10,04:00:00,4.0,24.9,83.1,1004.1,7.3,2,20.2,0.0,0.4
2024-01-10,05:00:00,5.0,14.3,87.5,1008.4,3.6,7,0.0,0.0,3.8
2024-01-10,06:00:00,6.0,24.1,72.8,1010.0,2.1,7,0.1,0.0,3.7
2024-01-10,07:00:00,7.0,19.2,77.9,1015.0,6.0,1,19.7,21.2,0.2
2024-01-10,08:00:00,8.0,24.6,80.3,1027.5,3.0,3,24.0,41.2,0.1
2024-01-10,09:00:00,9.0,30.9,83.4,1015.9,2.3,0,0.0,66.2,0.3
2024-01-10,10:00:00,10.0,29.1,78.6,1011.7,0.7,3,25.4,77.4,0.5
2024-01-10,11:00:00,11.0,26.5,81.2,1006.9,10.1,3,30.1,90.0,0.6
2024-01-10,12:00:00,12.0,27.9,70.8,1006.3,3.9,8,0.0,89.5,1.8
2024-01-10,13:00:00,13.0,31.8,54.0,1017.5,1.9,2,9999.0,87.5,0.4
2024-01-10,14:00:00,14.0,26.7,83.1,1009.0,6.1,1,34.3,76.2,0.3
2024-01-10,15:00:00,15.0,28.3,64.5,1011.2,7.7,8,65.9,68.2,0.9
2024-01-10,16:00:00,16.0,26.1,75.5,1021.3,4.3,8,4.8,44.1,2.8
2024-01-10,17:00:00,17.0,22.1,82.4,1004.4,0.7,0,36.2,22.7,0.5
2024-01-10,18:00:00,18.0,28.4,75.8,1014.4,null,5,13.5,0.0,0.1
2024-01-10,19:00:00,19.0,21.8,80.9,1008.5,2.5,7,48.0,0.0,0.6
2024-01-10,20:00:00,20.0,11.9,100.0,1021.2,5.0,2,0.0,0.0,1.0
2024-01-10,21:00:00,21.0,16.9,84.3,1008.3,4.2,8,0.0,0.0,3.6
2024-01-10,22:00:00,22.0,13.1,75.2,1016.3,3.2,1,0.0,0.0,0.1
2024-01-10,23:00:00,23.0,16.8,68.4,1004.0,5.1,5,0.0,0.0,0.2
2024-01-11,00:00:00,0.0,11.6,86.9,1020.8,4.7,0,0.0,0.0,0.0
2024-01-11,01:00:00,1.0,13.9,81.5,1017.6,8.1,6,0.0,0.0,6.9
2024-01-11,02:00:00,2.0,16.6,69.0,1010.2,4.7,2,-999.0,0.0,0.1
2024-01-11,03:00:00,3.0,18.9,88.8,1015.0,4.1,6,0.0,0.0,2.8
2024-01-11,04:00:00,4.0,14.4,85.4,1017.8,6.8,3,16.4,0.0,0.3
2024-01-11,05:00:00,5.0,18.9,79.2,1013.8,2.2,8,0.0,0.0,0.3
2024-01-11,06:00:00,6.0,20.6,96.3,1011.1,2.5,4,0.0,0.0,0.2
2024-01-11,07:00:00,7.0,22.1,86.6,1012.5,6.3,2,0.0,24.7,0.1
2024-01-11,08:00:00,8.0,31.3,67.7,1013.6,3.7,7,0.0,46.8,3.6
2024-01-11,09:00:00,9.0,28.9,85.7,1013.3,3.5,5,0.0,63.5,0.4
2024-01-11,10:00:00,10.0,25.1,75.1,1015.2,7.7,1,66.5,88.5,0.3
2024-01-11,11:00:00,11.0,32.5,86.2,1007.9,4.8,N/A,62.3,89.7,0.0
2024-01-11,12:00:00,12.0,36.4,78.0,1009.8,6.5,7,54.3,83.8,1.4
2024-01-11,13:00:00,13.0,32.8,77.6,1011.0,6.6,6,21.1,85.9,0.3
2024-01-11,14:00:00,14.0,24.4,79.5,1015.4,1.6,5,24.2,77.9,0.6
2024-01-11,15:00:00,15.0,26.2,67.2,1005.4,-999.0,0,7.1,65.5,0.7
2024-01-11,16:00:00,16.0,29.8,72.0,1013.8,9.3,8,0.0,50.5,0.6
2024-01-11,17:00:00,17.0,21.9,79.6,1016.9,3.9,2,7.7,21.1,0.9
2024-01-11,18:00:00,18.0,23.3,65.9,1013.2,5.8,4,16.3,3.5,1.0
2024-01-11,19:00:00,19.0,22.3,80.1,1013.4,4.5,6,29.9,0.0,3.1
2024-01-11,20:00:00,20.0,15.2,74.5,1011.5,2.2,6,0.0,0.0,0.5
2024-01-11,21:00:00,21.0,16.2,77.0,1013.3,2.1,2,0.0,0.0,0.1
2024-01-11,22:00:00,22.0,5.3,87.9,1010.8,3.7,3,18.3,0.0,0.2
2024-01-11,23:00:00,23.0,11.2,77.2,1012.2,4.0,6,0.0,0.0,6.3
2024-01-12,00:00:00,0.0,13.2,84.8,1010.8,4.1,7,0.0,0.0,0.2
2024-01-12,01:00:00,1.0,10.5,82.9,1012.1,9.4,1,2.2,0.0,0.1
2024-01-12,02:00:00,2.0,20.0,70.5,1011.4,1.4,8,0.0,0.0,2.9
2024-01-12,03:00:00,3.0,12.1,88.4,1007.1,3.3,6,0.0,0.0,0.0
2024-01-12,04:00:00,4.0,16.7,87.5,1005.5,4.2,7,0.0,0.0,0.8
2024-01-12,05:00:00,5.0,20.3,84.1,,9.7,5,41.1,0.0,0.5
2024-01-12,06:00:00,6.0,26.3,91.4,1016.0,4.1,5,14.8,0.0,1.5
2024-01-12,07:00:00,7.0,19.8,73.6,1020.8,6.2,99999.0,32.4,27.5,0.3
2024-01-12,08:00:00,8.0,29.5,60.6,1018.5,6.0,3,0.0,42.8,0.1
2024-01-12,09:00:00,9.0,27.7,99999.0,1017.5,4.5,4,23.8,63.5,0.7
2024-01-12,10:00:00,10.0,26.0,84.0,1014.1,1.7,8,13.5,75.5,3.6
2024-01-12,11:00:00,11.0,31.1,72.5,1013.6,2.3,0,37.7,86.6,1.6
2024-01-12,12:00:00,12.0,30.6,61.8,1009.1,2.4,3,41.4,87.8,0.5
2024-01-12,13:00:00,13.0,27.9,61.7,1008.5,0.8,6,21.9,85.8,2.7
2024-01-12,14:00:00,14.0,29.1,87.6,1014.0,3.3,8,0.0,74.5,2.2
2024-01-12,15:00:00,15.0,26.5,79.9,1008.8,4.8,5,30.7,61.6,0.1
2024-01-12,16:00:00,16.0,26.3,71.2,1012.5,1.8,7,29.0,42.7,99999.0
2024-01-12,17:00:00,17.0,26.1,89.8,1000.5,,8,36.4,21.9,1.5
2024-01-12,18:00:00,18.0,26.8,95.9,1015.3,5.6,3,34.1,0.0,0.2
2024-01-12,19:00:00,19.0,16.2,87.6,1007.8,2.0,0,11.9,0.0,1.2
2024-01-12,20:00:00,20.0,24.4,83.7,1005.9,1.7,7,0.0,0.0,1.2
2024-01-12,21:00:00,21.0,10.5,86.1,1016.6,10.5,1,0.0,0.0,0.2
2024-01-12,22:00:00,22.0,14.6,-999.0,1017.8,0.5,0,0.0,0.0,1.4
2024-01-12,23:00:00,23.0,16.0,94.3,1012.6,3.0,6,23.0,0.0,3.0
